Time(ms),Main(mA),Main Voltage(V),
0.02710413932800293,248.8514300735312,3.9995000000000003,
0.02738213539123535,246.7437804565274,3.99925,
0.027651071548461914,245.25602778570118,3.999,
0.02793717384338379,244.7601102287591,3.999375,
0.02793717384338379,244.38817206105256,3.999375,
0.02820611000061035,245.00806900723015,3.999625,
0.02851414680480957,249.22336824123775,3.999375,
0.02851414680480957,248.60347129506016,3.999375,
0.028796911239624023,245.5039865641722,3.99925,
0.0290830135345459,245.75194534264324,3.999625,
0.0290830135345459,245.38000717493668,3.99925,
0.029305219650268555,245.25602778570118,3.9998750000000003,
0.02961421012878418,245.38000717493668,3.99925,
0.02961421012878418,245.6279659534077,3.9995000000000003,
0.02988409996032715,244.88408961799462,4.0,
0.030215978622436523,245.13204839646565,3.999375,
0.030500173568725586,244.26419267181703,3.999625,
0.030500173568725586,243.89225450411047,3.9998750000000003,
0.030773162841796875,243.3963369471684,3.99975,
0.031056880950927734,242.40450183328426,3.9987500000000002,
0.031056880950927734,242.5284812225198,3.999,
0.031323909759521484,243.02439877946185,3.99925,
0.03160715103149414,242.5284812225198,3.998875,
0.03189897537231445,242.28052244404876,3.9991250000000003,
0.03189897537231445,242.0325636655777,3.999625,
0.03221607208251953,242.15654305481323,3.999625,
0.032526254653930664,242.0325636655777,4.0,
0.032526254653930664,241.4126667194001,3.9998750000000003,
0.032793283462524414,240.42083160551599,3.999375,
0.033103227615356445,240.29685221628046,3.999625,
0.033103227615356445,239.55297588086736,3.99925,
0.03337597846984863,239.67695527010287,3.9991250000000003,
0.033659934997558594,238.68512015621874,3.999375,
0.033659934997558594,238.31318198851218,3.99975,
0.03393411636352539,237.6932850423346,3.999625,
0.03421807289123535,238.06522321004115,3.99975,
0.03456306457519531,236.94940870692147,3.9991250000000003,
0.03456306457519531,237.32134687462803,3.9987500000000002,
0.03484916687011719,237.1973674853925,3.999,
0.035140275955200195,236.70144992845044,3.99925,
0.035140275955200195,236.20553237150838,3.999375,
0.03541827201843262,236.08155298227285,3.9995000000000003,
0.03570413589477539,235.21369725762423,3.9987500000000002,
0.03570413589477539,235.21369725762423,3.99925,
0.03598308563232422,235.33767664685976,3.99925,
0.03626608848571777,234.71777970068217,3.999375,
0.03626608848571777,236.32951176074388,3.999,
0.03654313087463379,251.70295602594808,3.9991250000000003,
0.0368189811706543,255.17437892454257,3.999375,
0.037103891372680664,259.1417193800791,3.999375,
0.037103891372680664,250.09122396588637,3.998875,
0.03904104232788086,258.2738636554305,3.999375,
0.03946709632873535,261.37334838631847,3.999625,
0.03946709632873535,245.6279659534077,3.99925,
0.03946709632873535,242.15654305481323,3.9995000000000003,
0.039797067642211914,241.66062549787117,3.999375,
0.039797067642211914,241.66062549787117,3.999625,
0.039797067642211914,241.9085842763422,3.9995000000000003,
0.04016709327697754,242.15654305481323,3.9995000000000003,
0.04016709327697754,242.5284812225198,3.9985,
0.04016709327697754,243.89225450411047,3.99925,
0.04050707817077637,243.89225450411047,3.99925,
0.04050707817077637,242.6524606117553,3.999,
0.04050707817077637,242.5284812225198,3.9987500000000002,
0.04082894325256348,241.53664610863564,3.9991250000000003,
0.04082894325256348,241.78460488710667,3.9995000000000003,
0.04082894325256348,243.14837816869738,3.999625,
0.041178226470947266,243.02439877946185,3.999375,
0.041178226470947266,244.1402132825815,3.99975,
0.041178226470947266,244.7601102287591,3.999625,
0.041487932205200195,244.26419267181703,3.9991250000000003,
0.041487932205200195,244.1402132825815,3.9991250000000003,
0.04178595542907715,244.26419267181703,3.9987500000000002,
0.04178595542907715,243.3963369471684,3.99975,
0.04208207130432129,242.6524606117553,3.9998750000000003,
0.04208207130432129,242.77644000099082,3.9995000000000003,
0.04236602783203125,243.76827511487497,3.999,
0.042646169662475586,244.51215145028806,3.999375,
0.04294109344482422,244.51215145028806,3.999625,
0.04294109344482422,245.00806900723015,3.9987500000000002,
0.04322004318237305,246.1238835103498,3.99975,
0.043511152267456055,245.99990412111427,3.998875,
0.043511152267456055,246.1238835103498,3.999625,
0.04378509521484375,245.99990412111427,3.99925,
0.04407501220703125,245.99990412111427,4.0,
0.04407501220703125,245.5039865641722,3.9995000000000003,
0.044358015060424805,244.88408961799462,3.9998750000000003,
0.04463815689086914,244.1402132825815,3.99925,
0.044930219650268555,243.64429572563944,3.9995000000000003,
0.044930219650268555,245.00806900723015,3.999375,
0.04521918296813965,245.5039865641722,3.999625,
0.045507192611694336,245.5039865641722,3.99925,
0.045507192611694336,248.8514300735312,3.99975,
0.04577803611755371,249.8432651874153,3.998625,
0.0460660457611084,246.99173923499842,3.999375,
